90c707d5-15b9-4458-8b09-66549419cd5f,2
b130e06f-0d5e-4714-b7a5-4b6b59598de6,2
eff8856d-ed0c-481e-b449-8ad4bf97e7ab,2
1a30ef8d-0dc9-4c7b-b50f-039dff117213,1
56591d99-cb34-4285-a07e-73fc94e18ed3,2
039671c2-7146-49ac-b458-b639dfbe189f,7
7535eabf-2ea2-4ce3-95a7-ded250f3eb3f,1
293ffded-5a2d-452b-8d8e-4c87ec98ce0f,2
b1e96468-fe88-4149-a67d-b2638246f0b8,1
874f0c94-5a8c-4d90-ae67-455731107c4e,2
12718364-8faa-42a8-9848-685dc389b26e,2
437b0c64-bc34-4e10-a0e1-fc7a942f9688,2
50a7684d-3ec3-48ce-bd11-8d595a127105,1
31cfa341-c2d0-4613-a55d-ad840a5e41dd,2
0811b371-010b-4b16-bb1d-12e737c96b68,1
3ecb2796-4699-4220-8a4c-c4938c383dcf,2
3845d2bf-400f-4a86-b083-81c7d5b3de93,None
7cc8374c-388e-433f-87f7-0d5742ee42fd,1
0f13af3b-ce34-4cb7-825b-9763d39ab3ee,1
ef36af4e-5930-47ee-9e84-f555fba84113,2
2cb88dc4-dee7-4430-95c2-dd9e61bdf632,1
736de4ac-862a-4d9d-9023-8a6b8a5e4432,2
7a4efe3e-8686-4c9c-af4a-66bf89d4dd2e,1
1e0b3bb2-d3cd-4cf2-b2c0-29fffa2df72d,2
8d67014e-f876-435f-9442-dab8c4ab174c,1
3efeab42-fff9-488d-9c80-71d4e1e7d536,1
c41e4dc9-9abc-40a5-a48c-af42976cd3c0,2
4f3b43fe-3485-47ab-b1f9-f010c009f32c,2
106e862b-cf56-47e1-a08c-50af1d56d2cb,0
52668ad6-6091-4c08-9d0e-2662d5675d05,1
3515f406-7c28-486b-92e4-f3dd369d757f,2
b4986a72-f7ba-4782-b7f9-b77f6fbdc2ef,2
1dfc7e3d-f9ed-462c-a398-e09f1dce39e1,1
31714cc0-fae9-44c9-8fb4-3cec2d94f7bd,2
a0c9981b-1975-48cd-9dea-adfa3581a5cd,2
0332e644-454a-4f1e-a5ee-1b99c61b805b,2
d5fd5c7e-c902-452f-9f60-041f2d2b64b3,2
b7d2a9b7-364b-44b8-89e7-e24c90091af0,1
3a6d2c52-19e8-496f-81fc-f0699ffa7873,2
390714dd-5861-4cc7-a12e-a6c9748428b9,2
ec8d3d4c-351e-435b-bacf-e86ec6cf92ec,0
b4750a88-811a-4337-8e46-4e3eeb4fdd91,2
7e72530b-8cee-4ec4-86c3-ecb86b44eecf,2
76578be1-f485-4dc0-83d7-76e59c6518ba,1
a07ec34c-2591-4ecb-b0f1-8d22f899e527,1
45e4c4b8-0702-4e00-ab51-edacdb85560f,0
81e55f5b-6443-460e-a2a1-68ac95d75f03,1
72634e3e-b99e-49e7-8074-563f55fd6f92,1
552aff9e-3464-4bdb-ad40-06de07080bf0,2
1ceab4da-777d-44c3-a6c6-f7014b902ae1,2
bd577e6f-ef4e-488f-b7aa-9adfb8b91e77,1
